_id,Uid,Order Id,Status,Amount,Gst,UTC Time,gurujiUser,Gateway,Mode,totalAmount,ISTDate
66a67e43dc744deeefef744b,84026,order_Oe8IxpvIAN7PEz,captured,230,36,2024-07-28T17:22:11.484Z,FALSE,Razorpay,app,266,2024-07-28T22:52:11.484Z
66a67eeedc744deeefefbb13,120210,order_Oe8LyPHDSoJNTM,captured,920,144,2024-07-28T17:25:02.406Z,TRUE,Razorpay,app,1064,2024-07-28T22:55:02.406Z
66a67fbadc744deeeff01e5b,102537,order_Oe8PZM2DPRJgaP,captured,575,90,2024-07-28T17:28:26.654Z,TRUE,Razorpay,app,665,2024-07-28T22:58:26.654Z
66a67fd3dc744deeeff02b08,140664,order_Oe8Q0M0yniYWqO,captured,230,36,2024-07-28T17:28:51.394Z,TRUE,Razorpay,app,266,2024-07-28T22:58:51.394Z
66a6800edc744deeeff044b4,179270,order_Oe8R2qGJFH2CaP,captured,200,36,2024-07-28T17:29:50.470Z,FALSE,Razorpay,ios,236,2024-07-28T22:59:50.470Z
66a680bedc744deeeff09146,68197,order_Oe8U9G8UYn5UQI,captured,230,36,2024-07-28T17:32:46.749Z,FALSE,Razorpay,app,266,2024-07-28T23:02:46.749Z
66a68180dc744deeeff0bcb6,84026,order_Oe8XYnHefnrHwo,captured,230,36,2024-07-28T17:36:00.544Z,FALSE,Razorpay,app,266,2024-07-28T23:06:00.544Z
66a68298dc744deeeff10ea6,97809,order_Oe8cU7UYr8m58r,captured,200,36,2024-07-28T17:40:40.281Z,TRUE,Razorpay,app,236,2024-07-28T23:10:40.281Z
66a682e6dc744deeeff12dd7,140664,order_Oe8drXz5OO8gBT,captured,230,36,2024-07-28T17:41:58.528Z,TRUE,Razorpay,app,266,2024-07-28T23:11:58.528Z
66a682e8dc744deeeff12e15,264608,order_Oe8dtxGEPMuNF9,captured,1,0.18,2024-07-28T17:42:00.730Z,FALSE,Razorpay,app,1.18,2024-07-28T23:12:00.730Z
66a68450dc744deeeff1a69a,179270,order_Oe8kEq2sCSfbCj,captured,230,36,2024-07-28T17:48:00.665Z,FALSE,Razorpay,ios,266,2024-07-28T23:18:00.665Z
66a6853cdc744deeeff1fdf7,89623,order_Oe8oNk6czJH3In,captured,200,36,2024-07-28T17:51:56.025Z,TRUE,Razorpay,ios,236,2024-07-28T23:21:56.025Z
66a685e6dc744deeeff224b8,2993,order_Oe8rNmXlAuR60S,captured,200,36,2024-07-28T17:54:46.457Z,TRUE,Razorpay,app,236,2024-07-28T23:24:46.457Z
